epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
118,10866.2,0.9488,0.52697,0.00826,0.87893,0.82508,0.87505,0.62726,1.29356,0.85269,0.0161,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085
119,10956.7,0.95389,0.53595,0.00835,0.87707,0.82212,0.87274,0.62669,1.29193,0.84768,0.01611,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
120,11046.7,0.94579,0.52601,0.00818,0.88073,0.81872,0.87261,0.62797,1.28969,0.85188,0.01605,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095
121,11138.1,0.93786,0.52647,0.00816,0.88352,0.81532,0.87378,0.62921,1.28543,0.85326,0.01597,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
122,11228.9,0.93181,0.52125,0.00825,0.88325,0.81839,0.87333,0.63041,1.28043,0.86129,0.01584,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105
123,11319.6,0.92377,0.50539,0.00795,0.88108,0.81766,0.87308,0.63159,1.27919,0.86156,0.01581,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
124,11410.8,0.91798,0.5121,0.00784,0.88504,0.81716,0.87416,0.63206,1.27838,0.86083,0.01581,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115
125,11502.4,0.911,0.49682,0.00794,0.88745,0.81594,0.87428,0.6327,1.27772,0.85616,0.01578,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
126,11594.3,0.9059,0.50493,0.00782,0.88563,0.81814,0.87312,0.63212,1.27118,0.86149,0.01566,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125
127,11684.8,0.91392,0.50288,0.00803,0.87837,0.82091,0.87373,0.63451,1.27076,0.86024,0.01573,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
128,11776.2,0.89819,0.4977,0.00767,0.88134,0.8197,0.87389,0.63543,1.26542,0.86397,0.01567,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135
129,11868,0.89972,0.49625,0.00764,0.8807,0.81967,0.87314,0.63704,1.26386,0.85581,0.01564,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
